x	 y 	 value
3.46939	11.0204	1.09405
3.46939	11.2653	1.04074
3.46939	11.5102	0.992549
3.46939	11.7551	0.953818
3.46939	12	0.928316
3.67347	0	-0.507152
3.67347	0.244898	-0.46753
3.67347	0.489796	-0.398546
3.67347	0.734694	-0.302855
3.67347	0.979592	-0.184708
3.67347	1.22449	-0.0496915
3.67347	1.46939	0.0955973
3.67347	1.71429	0.24395
3.67347	1.95918	0.387975
3.67347	2.20408	0.520539
3.67347	2.44898	0.635192
3.67347	2.69388	0.726554
3.67347	2.93878	0.790634
3.67347	3.18367	0.82507
3.67347	3.42857	0.829268
3.67347	3.67347	0.804439
3.67347	3.91837	0.753526
3.67347	4.16327	0.681029
3.67347	4.40816	0.592736
3.67347	4.65306	0.495377
3.67347	4.89796	0.396223
3.67347	5.14286	0.302653
3.67347	5.38776	0.221713
3.67347	5.63265	0.159693
3.67347	5.87755	0.121758
3.67347	6.12245	0.111631
3.67347	6.36735	0.131378
3.67347	6.61224	0.181283
3.67347	6.85714	0.259829
3.67347	7.10204	0.36379
3.67347	7.34694	0.488424
3.67347	7.59184	0.627754
3.67347	7.83673	0.774927
